Dataset,Method,Test Accuracy,Train Accuracy,Runtime
cross-species,lda,0.8231481481481481,0.8321759259259259,0
cross-species,lda,0.8194444444444443,0.8523148148148149,0
cross-species,lda,0.8157407407407408,0.8439814814814816,0
cross-species,lda,0.8083333333333335,0.8606481481481482,0
cross-species,lda,0.7967592592592593,0.8321759259259259,0
cross-species,lda,0.7962962962962963,0.8456018518518519,0
cross-species,lda,0.7958333333333333,0.8608796296296296,0
cross-species,lda,0.7949074074074075,0.8229166666666666,0
cross-species,lda,0.7939814814814814,0.8525462962962963,0
cross-species,lda,0.7921296296296297,0.8453703703703703,0
cross-species,lda,0.7902777777777777,0.8379629629629629,0
cross-species,lda,0.7898148148148149,0.85,0
cross-species,lda,0.7865740740740742,0.8560185185185185,0
cross-species,lda,0.7805555555555556,0.8488425925925926,0
cross-species,lda,0.7777777777777778,0.8467592592592593,0
cross-species,lda,0.7777777777777778,0.8655092592592593,0
cross-species,lda,0.7754629629629629,0.8451388888888888,0
cross-species,lda,0.7736111111111111,0.8444444444444444,0
cross-species,lda,0.7699074074074074,0.8564814814814815,0
cross-species,lda,0.7680555555555556,0.8509259259259259,0
cross-species,lda,0.7671296296296296,0.8446759259259259,0
cross-species,lda,0.7662037037037036,0.8465277777777778,0
cross-species,lda,0.763888888888889,0.8694444444444445,0
cross-species,lda,0.763425925925926,0.830787037037037,0
cross-species,lda,0.7606481481481481,0.8516203703703704,0
cross-species,lda,0.7564814814814814,0.8400462962962963,0
cross-species,lda,0.7537037037037037,0.8416666666666667,0
cross-species,lda,0.7462962962962963,0.8421296296296297,0
cross-species,lda,0.7407407407407408,0.8472222222222222,0
cross-species,lr,0.8800925925925926,1.0,0
cross-species,lr,0.875,1.0,0
cross-species,lr,0.874537037037037,1.0,0
cross-species,lr,0.8657407407407408,1.0,0
cross-species,lr,0.8569444444444444,1.0,0
cross-species,lr,0.8486111111111111,1.0,0
cross-species,lr,0.8476851851851852,1.0,0
cross-species,lr,0.8476851851851851,1.0,0
cross-species,lr,0.8444444444444444,1.0,0
cross-species,lr,0.8439814814814813,1.0,0
cross-species,lr,0.8435185185185184,1.0,0
cross-species,lr,0.8421296296296297,1.0,0
cross-species,lr,0.8407407407407407,1.0,0
cross-species,lr,0.8398148148148148,1.0,0
cross-species,lr,0.8393518518518519,1.0,0
cross-species,lr,0.837037037037037,1.0,0
cross-species,lr,0.8324074074074074,1.0,0
cross-species,lr,0.8314814814814815,1.0,0
cross-species,lr,0.8291666666666666,1.0,0
cross-species,lr,0.8273148148148147,1.0,0
cross-species,lr,0.8254629629629631,1.0,0
cross-species,lr,0.8226851851851852,1.0,0
cross-species,lr,0.8166666666666665,1.0,0
cross-species,lr,0.812037037037037,1.0,0
cross-species,lr,0.8092592592592592,1.0,0
cross-species,lr,0.8074074074074074,1.0,0
cross-species,lr,0.8037037037037037,1.0,0
cross-species,lr,0.8018518518518519,1.0,0
cross-species,lr,0.7944444444444444,1.0,0
cross-species,lr,0.7893518518518517,1.0,0
cross-species,lstm,0.3333333333333333,0.3101851851851852,0
cross-species,lstm,0.3333333333333333,0.3305555555555555,0
cross-species,lstm,0.3333333333333333,0.31875,0
cross-species,lstm,0.3333333333333333,0.3305555555555555,0
cross-species,lstm,0.3333333333333333,0.330324074074074,0
cross-species,lstm,0.3333333333333333,0.3374999999999999,0
cross-species,lstm,0.3333333333333333,0.3379629629629629,0
cross-species,lstm,0.3333333333333333,0.3157407407407407,0
cross-species,lstm,0.3333333333333333,0.3324074074074074,0
cross-species,lstm,0.3333333333333333,0.3219907407407407,0
cross-species,lstm,0.3333333333333333,0.34375,0
cross-species,lstm,0.3333333333333333,0.3263888888888889,0
cross-species,lstm,0.3333333333333333,0.29375,0
cross-species,lstm,0.3333333333333333,0.3178240740740741,0
cross-species,lstm,0.3333333333333333,0.3361111111111111,0
cross-species,lstm,0.3333333333333333,0.3256944444444444,0
cross-species,lstm,0.3333333333333333,0.3493055555555555,0
cross-species,lstm,0.3333333333333333,0.341898148148148,0
cross-species,lstm,0.3333333333333333,0.3342592592592592,0
cross-species,lstm,0.3333333333333333,0.3233796296296297,0
cross-species,lstm,0.3333333333333333,0.2981481481481481,0
cross-species,lstm,0.3333333333333333,0.3333333333333333,0
cross-species,lstm,0.3333333333333333,0.3173611111111111,0
cross-species,lstm,0.3333333333333333,0.323611111111111,0
cross-species,lstm,0.3333333333333333,0.3391203703703704,0
cross-species,lstm,0.3333333333333333,0.3229166666666667,0
cross-species,lstm,0.3333333333333333,0.3395833333333333,0
cross-species,lstm,0.3333333333333333,0.3377314814814815,0
cross-species,lstm,0.3333333333333333,0.3331018518518518,0
cross-species,lstm,0.3333333333333333,0.3331018518518518,0
cross-species,moe,0.8856481481481482,0.956712962962963,0
cross-species,moe,0.8740740740740739,0.986574074074074,0
cross-species,moe,0.8587962962962963,0.9710648148148148,0
cross-species,moe,0.8560185185185185,0.9386574074074074,0
cross-species,moe,0.8550925925925926,0.9090277777777778,0
cross-species,moe,0.8513888888888888,0.8958333333333334,0
cross-species,moe,0.85,0.9050925925925926,0
cross-species,moe,0.8495370370370371,0.9486111111111112,0
cross-species,moe,0.8481481481481481,0.9,0
cross-species,moe,0.8407407407407407,0.9194444444444444,0
cross-species,moe,0.8407407407407407,0.9002314814814815,0
cross-species,moe,0.8351851851851851,0.875,0
cross-species,moe,0.8333333333333334,0.8798611111111111,0
cross-species,moe,0.8310185185185185,0.913425925925926,0
cross-species,moe,0.8305555555555556,0.9594907407407408,0
cross-species,moe,0.8287037037037037,0.9703703703703704,0
cross-species,moe,0.8273148148148147,0.9162037037037036,0
cross-species,moe,0.8203703703703704,0.8756944444444444,0
cross-species,moe,0.8199074074074074,0.904861111111111,0
cross-species,moe,0.8166666666666668,0.9215277777777778,0
cross-species,moe,0.8157407407407407,0.8307870370370369,0
cross-species,moe,0.8101851851851851,0.8652777777777777,0
cross-species,moe,0.8078703703703702,0.8981481481481483,0
cross-species,moe,0.8050925925925926,0.8152777777777778,0
cross-species,moe,0.8046296296296296,0.9231481481481482,0
cross-species,moe,0.8027777777777779,0.781712962962963,0
cross-species,moe,0.7999999999999999,0.7861111111111111,0
cross-species,moe,0.7847222222222223,0.8331018518518518,0
cross-species,moe,0.7833333333333333,0.776388888888889,0
cross-species,moe,0.7703703703703705,0.820601851851852,0
cross-species,nb,0.6648148148148149,0.7807870370370371,0
cross-species,nb,0.6625,0.8185185185185185,0
cross-species,nb,0.6606481481481481,0.7937500000000001,0
cross-species,nb,0.6532407407407407,0.8074074074074074,0
cross-species,nb,0.649537037037037,0.7974537037037037,0
cross-species,nb,0.648611111111111,0.8270833333333333,0
cross-species,nb,0.6458333333333334,0.7722222222222223,0
cross-species,nb,0.6444444444444445,0.8256944444444444,0
cross-species,nb,0.6416666666666666,0.7888888888888889,0
cross-species,nb,0.6254629629629629,0.7956018518518517,0
cross-species,nb,0.6162037037037037,0.7900462962962962,0
cross-species,nb,0.6162037037037037,0.7604166666666666,0
cross-species,nb,0.6152777777777777,0.8011574074074074,0
cross-species,nb,0.6134259259259259,0.7738425925925926,0
cross-species,nb,0.6111111111111112,0.8375,0
cross-species,nb,0.6097222222222224,0.7796296296296297,0
cross-species,nb,0.6074074074074073,0.8143518518518519,0
cross-species,nb,0.6055555555555556,0.7645833333333333,0
cross-species,nb,0.6041666666666666,0.8018518518518519,0
cross-species,nb,0.6023148148148149,0.7907407407407407,0
cross-species,nb,0.5949074074074073,0.7481481481481481,0
cross-species,nb,0.5939814814814816,0.7701388888888889,0
cross-species,nb,0.5888888888888889,0.7979166666666666,0
cross-species,nb,0.5856481481481481,0.7784722222222222,0
cross-species,nb,0.5810185185185185,0.7525462962962964,0
cross-species,nb,0.5773148148148148,0.7782407407407407,0
cross-species,nb,0.575462962962963,0.786111111111111,0
cross-species,nb,0.5703703703703703,0.7796296296296297,0
cross-species,nb,0.562962962962963,0.7710648148148147,0
cross-species,nb,0.5574074074074074,0.7543981481481482,0
cross-species,opls-da,0.8231481481481481,0.9895833333333334,0
cross-species,opls-da,0.8087962962962963,0.981712962962963,0
cross-species,opls-da,0.8083333333333335,0.9784722222222224,0
cross-species,opls-da,0.8055555555555557,1.0,0
cross-species,opls-da,0.7981481481481482,1.0,0
cross-species,opls-da,0.7967592592592592,0.975,0
cross-species,opls-da,0.7953703703703704,1.0,0
cross-species,opls-da,0.7925925925925926,1.0,0
cross-species,opls-da,0.789351851851852,0.9930555555555556,0
cross-species,opls-da,0.7870370370370371,0.967824074074074,0
cross-species,opls-da,0.786574074074074,0.9891203703703704,0
cross-species,opls-da,0.786574074074074,0.9858796296296296,0
cross-species,opls-da,0.7856481481481482,0.9824074074074072,0
cross-species,opls-da,0.7837962962962964,0.9842592592592592,0
cross-species,opls-da,0.7819444444444444,0.992824074074074,0
cross-species,opls-da,0.7782407407407407,0.9965277777777778,0
cross-species,opls-da,0.7759259259259258,1.0,0
cross-species,opls-da,0.7722222222222221,1.0,0
cross-species,opls-da,0.7685185185185185,0.9858796296296296,0
cross-species,opls-da,0.762962962962963,0.9965277777777778,0
cross-species,opls-da,0.7625000000000001,0.989351851851852,0
cross-species,opls-da,0.7597222222222223,0.9962962962962963,0
cross-species,opls-da,0.7546296296296297,0.9712962962962964,0
cross-species,opls-da,0.7527777777777778,0.9712962962962964,0
cross-species,opls-da,0.7523148148148148,0.9564814814814816,0
cross-species,opls-da,0.7490740740740741,0.9965277777777778,0
cross-species,opls-da,0.7462962962962963,0.9671296296296296,0
cross-species,opls-da,0.7333333333333333,0.9604166666666668,0
cross-species,opls-da,0.7324074074074073,0.9784722222222224,0
cross-species,opls-da,0.7277777777777777,0.9534722222222222,0
cross-species,rcnn,0.3754629629629629,0.3752314814814814,0
cross-species,rcnn,0.3537037037037037,0.3974537037037037,0
cross-species,rcnn,0.3333333333333333,0.3092592592592593,0
cross-species,rcnn,0.3611111111111111,0.4094907407407407,0
cross-species,rcnn,0.3712962962962963,0.3615740740740741,0
cross-species,rcnn,0.3416666666666666,0.3537037037037036,0
cross-species,rcnn,0.3476851851851852,0.4548611111111112,0
cross-species,rcnn,0.3402777777777777,0.3997685185185185,0
cross-species,rcnn,0.3333333333333333,0.3152777777777777,0
cross-species,rcnn,0.3333333333333333,0.3465277777777777,0
cross-species,rcnn,0.3625,0.3659722222222222,0
cross-species,rcnn,0.3416666666666666,0.3824074074074073,0
cross-species,rcnn,0.3652777777777777,0.4435185185185185,0
cross-species,rcnn,0.3333333333333333,0.3571759259259259,0
cross-species,rcnn,0.3333333333333333,0.3597222222222222,0
cross-species,rcnn,0.3333333333333333,0.3013888888888889,0
cross-species,rcnn,0.3638888888888889,0.3754629629629629,0
cross-species,rcnn,0.3652777777777777,0.4578703703703704,0
cross-species,rcnn,0.3333333333333333,0.3546296296296296,0
cross-species,rcnn,0.3333333333333333,0.3726851851851852,0
cross-species,rcnn,0.3472222222222222,0.4071759259259259,0
cross-species,rcnn,0.3564814814814814,0.4064814814814815,0
cross-species,rcnn,0.3407407407407407,0.4324074074074073,0
cross-species,rcnn,0.3472222222222221,0.3020833333333333,0
cross-species,rcnn,0.3333333333333333,0.337037037037037,0
cross-species,rcnn,0.3333333333333333,0.3465277777777777,0
cross-species,rcnn,0.3333333333333333,0.3467592592592592,0
cross-species,rcnn,0.3333333333333333,0.3680555555555556,0
cross-species,rcnn,0.3333333333333333,0.3474537037037037,0
cross-species,rcnn,0.3333333333333333,0.3011574074074074,0
cross-species,rf,0.8657407407407406,1.0,0
cross-species,rf,0.8430555555555556,1.0,0
cross-species,rf,0.8416666666666667,1.0,0
cross-species,rf,0.8361111111111111,1.0,0
cross-species,rf,0.8361111111111111,1.0,0
cross-species,rf,0.8347222222222221,1.0,0
cross-species,rf,0.8319444444444445,1.0,0
cross-species,rf,0.8314814814814815,1.0,0
cross-species,rf,0.8268518518518517,1.0,0
cross-species,rf,0.8263888888888888,1.0,0
cross-species,rf,0.8189814814814814,1.0,0
cross-species,rf,0.8180555555555554,1.0,0
cross-species,rf,0.811111111111111,1.0,0
cross-species,rf,0.8074074074074075,1.0,0
cross-species,rf,0.8074074074074074,1.0,0
cross-species,rf,0.8046296296296296,1.0,0
cross-species,rf,0.8032407407407408,1.0,0
cross-species,rf,0.7962962962962963,1.0,0
cross-species,rf,0.7939814814814815,1.0,0
cross-species,rf,0.7907407407407407,1.0,0
cross-species,rf,0.7907407407407407,1.0,0
cross-species,rf,0.7828703703703704,1.0,0
cross-species,rf,0.7828703703703703,1.0,0
cross-species,rf,0.7810185185185184,1.0,0
cross-species,rf,0.7805555555555556,1.0,0
cross-species,rf,0.7791666666666667,1.0,0
cross-species,rf,0.775,1.0,0
cross-species,rf,0.7708333333333334,1.0,0
cross-species,rf,0.7648148148148147,1.0,0
cross-species,rf,0.763425925925926,1.0,0
cross-species,svm,0.8060185185185184,0.9814814814814816,0
cross-species,svm,0.7907407407407406,0.9712962962962964,0
cross-species,svm,0.7787037037037038,0.9703703703703704,0
cross-species,svm,0.775925925925926,0.9703703703703704,0
cross-species,svm,0.7736111111111111,0.9851851851851852,0
cross-species,svm,0.7680555555555554,0.9814814814814816,0
cross-species,svm,0.7675925925925925,0.9740740740740742,0
cross-species,svm,0.7611111111111111,0.9851851851851852,0
cross-species,svm,0.7601851851851852,0.9814814814814816,0
cross-species,svm,0.7578703703703703,0.9814814814814816,0
cross-species,svm,0.7564814814814814,0.9740740740740742,0
cross-species,svm,0.7564814814814814,0.9817129629629632,0
cross-species,svm,0.7555555555555555,0.9814814814814816,0
cross-species,svm,0.7550925925925926,0.9814814814814816,0
cross-species,svm,0.7550925925925925,0.9817129629629632,0
cross-species,svm,0.7527777777777778,0.977777777777778,0
cross-species,svm,0.7523148148148149,0.977777777777778,0
cross-species,svm,0.7518518518518519,0.9668981481481485,0
cross-species,svm,0.7462962962962963,0.9740740740740742,0
cross-species,svm,0.7462962962962963,0.9814814814814816,0
cross-species,svm,0.7449074074074074,0.9814814814814816,0
cross-species,svm,0.7444444444444445,0.9851851851851852,0
cross-species,svm,0.7421296296296296,0.9814814814814816,0
cross-species,svm,0.7416666666666667,0.9888888888888888,0
cross-species,svm,0.7310185185185185,0.9814814814814816,0
cross-species,svm,0.7310185185185185,0.9851851851851852,0
cross-species,svm,0.7300925925925926,0.9851851851851852,0
cross-species,svm,0.7106481481481483,0.9851851851851852,0
cross-species,svm,0.7083333333333334,0.9703703703703704,0
cross-species,svm,0.7069444444444444,0.9851851851851852,0
cross-species,transformer,0.8763888888888888,0.937037037037037,0
cross-species,transformer,0.8740740740740741,0.9539351851851852,0
cross-species,transformer,0.8736111111111112,0.9550925925925928,0
cross-species,transformer,0.8731481481481481,0.9185185185185184,0
cross-species,transformer,0.8712962962962963,0.9907407407407408,0
cross-species,transformer,0.8689814814814815,0.9851851851851852,0
cross-species,transformer,0.8657407407407406,0.9037037037037038,0
cross-species,transformer,0.862037037037037,0.9717592592592592,0
cross-species,transformer,0.850462962962963,0.929398148148148,0
cross-species,transformer,0.849074074074074,0.9416666666666668,0
cross-species,transformer,0.8453703703703704,0.9511574074074072,0
cross-species,transformer,0.8449074074074074,0.9252314814814816,0
cross-species,transformer,0.8430555555555556,0.9435185185185184,0
cross-species,transformer,0.8425925925925926,0.9219907407407408,0
cross-species,transformer,0.8351851851851851,0.9729166666666668,0
cross-species,transformer,0.8324074074074074,0.868287037037037,0
cross-species,transformer,0.8296296296296296,0.7280092592592592,0
cross-species,transformer,0.8282407407407407,0.941898148148148,0
cross-species,transformer,0.8222222222222221,0.9453703703703704,0
cross-species,transformer,0.8208333333333334,0.925,0
cross-species,transformer,0.8171296296296297,0.9034722222222222,0
cross-species,transformer,0.8106481481481481,0.8849537037037036,0
cross-species,transformer,0.8106481481481481,0.892824074074074,0
cross-species,transformer,0.8074074074074074,0.9613425925925926,0
cross-species,transformer,0.8013888888888889,0.8648148148148148,0
cross-species,transformer,0.798611111111111,0.8428240740740741,0
cross-species,transformer,0.7967592592592593,0.7969907407407407,0
cross-species,transformer,0.7828703703703703,0.8141203703703704,0
cross-species,transformer,0.7800925925925926,0.7770833333333332,0
cross-species,transformer,0.7754629629629629,0.7222222222222222,0
cross-species,xgb,0.8356481481481483,1.0,0
cross-species,xgb,0.8282407407407407,1.0,0
cross-species,xgb,0.8268518518518518,1.0,0
cross-species,xgb,0.825462962962963,1.0,0
cross-species,xgb,0.8175925925925926,1.0,0
cross-species,xgb,0.8171296296296297,1.0,0
cross-species,xgb,0.8074074074074074,1.0,0
cross-species,xgb,0.8050925925925925,1.0,0
cross-species,xgb,0.8032407407407408,1.0,0
cross-species,xgb,0.7999999999999999,1.0,0
cross-species,xgb,0.799074074074074,1.0,0
cross-species,xgb,0.7972222222222222,1.0,0
cross-species,xgb,0.7962962962962963,1.0,0
cross-species,xgb,0.7930555555555555,1.0,0
cross-species,xgb,0.7925925925925926,1.0,0
cross-species,xgb,0.7888888888888889,1.0,0
cross-species,xgb,0.7888888888888889,1.0,0
cross-species,xgb,0.7884259259259259,1.0,0
cross-species,xgb,0.7870370370370371,1.0,0
cross-species,xgb,0.7842592592592591,1.0,0
cross-species,xgb,0.7777777777777778,1.0,0
cross-species,xgb,0.7759259259259258,1.0,0
cross-species,xgb,0.7740740740740741,1.0,0
cross-species,xgb,0.7680555555555556,1.0,0
cross-species,xgb,0.7657407407407408,1.0,0
cross-species,xgb,0.7634259259259258,1.0,0
cross-species,xgb,0.7606481481481482,1.0,0
cross-species,xgb,0.7537037037037037,1.0,0
cross-species,xgb,0.75,1.0,0
cross-species,xgb,0.736574074074074,1.0,0
oil,cnn,0.2301587301587301,0.1825396825396825,0
oil,cnn,0.253968253968254,0.2341269841269841,0
oil,cnn,0.2698412698412698,0.2261904761904762,0
oil,cnn,0.2539682539682539,0.2182539682539682,0
oil,cnn,0.2222222222222222,0.1825396825396825,0
oil,cnn,0.1984126984126984,0.115079365079365,0
oil,cnn,0.246031746031746,0.2103174603174603,0
oil,cnn,0.238095238095238,0.1984126984126984,0
oil,cnn,0.2619047619047618,0.2142857142857142,0
oil,cnn,0.2698412698412699,0.1825396825396825,0
oil,cnn,0.2222222222222222,0.126984126984127,0
oil,cnn,0.2142857142857142,0.2103174603174603,0
oil,cnn,0.2301587301587301,0.2063492063492063,0
oil,cnn,0.2698412698412698,0.2261904761904761,0
oil,cnn,0.2301587301587301,0.1547619047619047,0
oil,cnn,0.2222222222222222,0.126984126984127,0
oil,cnn,0.1904761904761905,0.1626984126984127,0
oil,cnn,0.2857142857142857,0.2420634920634921,0
oil,cnn,0.2539682539682539,0.1904761904761905,0
oil,cnn,0.2777777777777777,0.2103174603174603,0
oil,cnn,0.1746031746031745,0.1428571428571428,0
oil,cnn,0.2619047619047618,0.246031746031746,0
oil,cnn,0.2063492063492063,0.1071428571428571,0
oil,cnn,0.2301587301587301,0.1547619047619047,0
oil,cnn,0.2936507936507936,0.2301587301587302,0
oil,cnn,0.2539682539682539,0.1904761904761905,0
oil,cnn,0.2936507936507936,0.2261904761904762,0
oil,cnn,0.2539682539682539,0.2222222222222222,0
oil,cnn,0.3015873015873016,0.2222222222222222,0
oil,cnn,0.2301587301587301,0.1825396825396825,0
oil,dt,0.246031746031746,1.0,0
oil,dt,0.1984126984126983,1.0,0
oil,dt,0.2142857142857142,1.0,0
oil,dt,0.1904761904761905,1.0,0
oil,dt,0.246031746031746,1.0,0
oil,dt,0.2301587301587301,1.0,0
oil,dt,0.3174603174603174,1.0,0
oil,dt,0.2063492063492063,1.0,0
oil,dt,0.1984126984126983,1.0,0
oil,dt,0.1904761904761905,1.0,0
oil,dt,0.1984126984126984,1.0,0
oil,dt,0.2539682539682539,1.0,0
oil,dt,0.238095238095238,1.0,0
oil,dt,0.3253968253968253,1.0,0
oil,dt,0.3095238095238095,1.0,0
oil,dt,0.1984126984126983,1.0,0
oil,dt,0.2222222222222222,1.0,0
oil,dt,0.2619047619047619,1.0,0
oil,dt,0.3174603174603174,1.0,0
oil,dt,0.2222222222222222,1.0,0
oil,dt,0.253968253968254,1.0,0
oil,dt,0.2142857142857142,1.0,0
oil,dt,0.1825396825396825,1.0,0
oil,dt,0.3015873015873015,1.0,0
oil,dt,0.2539682539682539,1.0,0
oil,dt,0.2063492063492063,1.0,0
oil,dt,0.1746031746031745,1.0,0
oil,dt,0.2777777777777778,1.0,0
oil,dt,0.2301587301587301,1.0,0
oil,dt,0.1587301587301587,1.0,0
oil,ensemble,0.3888888888888888,0.8928571428571428,0
oil,ensemble,0.3571428571428571,0.4206349206349206,0
oil,ensemble,0.3650793650793651,0.6111111111111112,0
oil,ensemble,0.4126984126984127,0.6904761904761906,0
oil,ensemble,0.3888888888888888,0.7738095238095237,0
oil,ensemble,0.4047619047619047,0.5595238095238095,0
oil,ensemble,0.4285714285714286,0.6150793650793651,0
oil,ensemble,0.4047619047619048,0.9365079365079364,0
oil,ensemble,0.380952380952381,0.7380952380952381,0
oil,ensemble,0.3968253968253968,0.7301587301587301,0
oil,ensemble,0.4206349206349206,0.8214285714285715,0
oil,ensemble,0.380952380952381,0.7738095238095237,0
oil,ensemble,0.380952380952381,0.7619047619047619,0
oil,ensemble,0.3968253968253968,0.8730158730158729,0
oil,ensemble,0.4047619047619047,0.7023809523809522,0
oil,ensemble,0.3571428571428571,0.7341269841269842,0
oil,ensemble,0.3888888888888889,0.5595238095238094,0
oil,ensemble,0.4523809523809523,0.8253968253968255,0
oil,ensemble,0.380952380952381,0.7976190476190476,0
oil,ensemble,0.4126984126984127,0.8015873015873015,0
oil,ensemble,0.3968253968253968,0.7341269841269842,0
oil,ensemble,0.3968253968253968,0.6190476190476191,0
oil,ensemble,0.3888888888888889,0.8095238095238094,0
oil,ensemble,0.4047619047619048,0.4126984126984127,0
oil,ensemble,0.4047619047619048,0.8333333333333334,0
oil,ensemble,0.4047619047619047,0.753968253968254,0
oil,ensemble,0.380952380952381,0.5357142857142857,0
oil,ensemble,0.3968253968253968,0.7182539682539684,0
oil,ensemble,0.365079365079365,0.6666666666666666,0
oil,ensemble,0.4047619047619046,0.8095238095238096,0
oil,kan,0.4047619047619047,0.4166666666666667,0
oil,kan,0.3650793650793651,0.373015873015873,0
oil,kan,0.2698412698412698,0.2063492063492063,0
oil,kan,0.380952380952381,0.3492063492063491,0
oil,kan,0.380952380952381,0.3253968253968254,0
oil,kan,0.3571428571428572,0.357142857142857,0
oil,kan,0.3253968253968254,0.3015873015873015,0
oil,kan,0.3095238095238095,0.2698412698412698,0
oil,kan,0.365079365079365,0.3492063492063492,0
oil,kan,0.3650793650793651,0.3611111111111112,0
oil,kan,0.365079365079365,0.3888888888888889,0
oil,kan,0.365079365079365,0.2698412698412698,0
oil,kan,0.3571428571428571,0.2738095238095238,0
oil,kan,0.3968253968253967,0.3253968253968254,0
oil,kan,0.3333333333333333,0.2817460317460317,0
oil,kan,0.2936507936507936,0.1706349206349206,0
oil,kan,0.3412698412698412,0.3055555555555555,0
oil,kan,0.4206349206349207,0.4325396825396825,0
oil,kan,0.3571428571428571,0.3888888888888889,0
oil,kan,0.3968253968253969,0.3531746031746032,0
oil,kan,0.3571428571428571,0.3253968253968254,0
oil,kan,0.3888888888888889,0.3253968253968253,0
oil,kan,0.373015873015873,0.3571428571428571,0
oil,kan,0.3174603174603174,0.2222222222222222,0
oil,kan,0.380952380952381,0.3849206349206349,0
oil,kan,0.3095238095238095,0.253968253968254,0
oil,kan,0.3571428571428571,0.3214285714285714,0
oil,kan,0.3174603174603174,0.2777777777777778,0
oil,kan,0.3174603174603174,0.246031746031746,0
oil,kan,0.3571428571428571,0.2817460317460318,0
oil,knn,0.246031746031746,0.5277777777777778,0
oil,knn,0.246031746031746,0.503968253968254,0
oil,knn,0.3015873015873015,0.5158730158730159,0
oil,knn,0.2777777777777778,0.5,0
oil,knn,0.3333333333333333,0.503968253968254,0
oil,knn,0.246031746031746,0.507936507936508,0
oil,knn,0.3015873015873016,0.5119047619047619,0
oil,knn,0.2857142857142857,0.4801587301587302,0
oil,knn,0.2777777777777778,0.5158730158730159,0
oil,knn,0.246031746031746,0.503968253968254,0
oil,knn,0.2857142857142857,0.5158730158730159,0
oil,knn,0.3095238095238095,0.4603174603174603,0
oil,knn,0.2936507936507936,0.4920634920634921,0
oil,knn,0.2698412698412698,0.5277777777777777,0
oil,knn,0.2857142857142857,0.5238095238095238,0
oil,knn,0.2777777777777778,0.5,0
oil,knn,0.2777777777777778,0.5198412698412699,0
oil,knn,0.3095238095238095,0.4801587301587302,0
oil,knn,0.3095238095238095,0.5238095238095237,0
oil,knn,0.3015873015873015,0.5079365079365079,0
oil,knn,0.2619047619047619,0.5198412698412699,0
oil,knn,0.3015873015873015,0.5198412698412699,0
oil,knn,0.3174603174603174,0.4722222222222222,0
oil,knn,0.2619047619047619,0.5119047619047619,0
oil,knn,0.2539682539682539,0.5476190476190477,0
oil,knn,0.2777777777777777,0.5476190476190476,0
oil,knn,0.2777777777777777,0.5,0
oil,knn,0.2619047619047619,0.4801587301587302,0
oil,knn,0.2698412698412698,0.4920634920634921,0
oil,knn,0.2380952380952381,0.5238095238095238,0
oil,lda,0.3253968253968254,0.626984126984127,0
oil,lda,0.246031746031746,0.6190476190476191,0
oil,lda,0.3174603174603175,0.6388888888888888,0
oil,lda,0.2857142857142856,0.6349206349206349,0
oil,lda,0.2936507936507936,0.6507936507936508,0
oil,lda,0.2619047619047619,0.6309523809523809,0
oil,lda,0.3253968253968254,0.6230158730158731,0
oil,lda,0.253968253968254,0.6507936507936508,0
oil,lda,0.2698412698412698,0.626984126984127,0
oil,lda,0.2936507936507936,0.5992063492063492,0
oil,lda,0.3174603174603174,0.6587301587301587,0
oil,lda,0.3015873015873015,0.6190476190476191,0
oil,lda,0.3015873015873015,0.6587301587301587,0
oil,lda,0.3015873015873015,0.6309523809523809,0
oil,lda,0.3015873015873016,0.6309523809523809,0
oil,lda,0.2539682539682539,0.6547619047619048,0
oil,lda,0.2777777777777777,0.6428571428571428,0
oil,lda,0.3015873015873016,0.6428571428571429,0
oil,lda,0.3174603174603174,0.6468253968253969,0
oil,lda,0.3095238095238095,0.626984126984127,0
oil,lda,0.3095238095238095,0.6230158730158731,0
oil,lda,0.3412698412698412,0.6666666666666666,0
oil,lda,0.3095238095238095,0.623015873015873,0
oil,lda,0.2857142857142857,0.623015873015873,0
oil,lda,0.2936507936507936,0.626984126984127,0
oil,lda,0.3015873015873015,0.630952380952381,0
oil,lda,0.2777777777777777,0.6388888888888888,0
oil,lda,0.2301587301587301,0.6666666666666669,0
oil,lda,0.3253968253968254,0.626984126984127,0
oil,lda,0.2380952380952381,0.6587301587301588,0
oil,lr,0.380952380952381,1.0,0
oil,lr,0.3492063492063491,1.0,0
oil,lr,0.3571428571428571,1.0,0
oil,lr,0.3253968253968254,1.0,0
oil,lr,0.4047619047619047,1.0,0
oil,lr,0.2777777777777778,1.0,0
oil,lr,0.4206349206349206,1.0,0
oil,lr,0.3174603174603175,1.0,0
oil,lr,0.3492063492063492,1.0,0
oil,lr,0.3412698412698413,1.0,0
oil,lr,0.3888888888888889,1.0,0
oil,lr,0.365079365079365,1.0,0
oil,lr,0.3174603174603174,1.0,0
oil,lr,0.3650793650793651,1.0,0
oil,lr,0.3412698412698412,1.0,0
oil,lr,0.3412698412698412,1.0,0
oil,lr,0.3571428571428571,1.0,0
oil,lr,0.4206349206349206,1.0,0
oil,lr,0.3412698412698412,1.0,0
oil,lr,0.3968253968253968,1.0,0
oil,lr,0.3650793650793651,1.0,0
oil,lr,0.3968253968253968,1.0,0
oil,lr,0.3412698412698412,1.0,0
oil,lr,0.3492063492063491,1.0,0
oil,lr,0.3174603174603174,1.0,0
oil,lr,0.380952380952381,1.0,0
oil,lr,0.3968253968253968,1.0,0
oil,lr,0.3333333333333333,1.0,0
