Dataset,Method,Test Accuracy,Train Accuracy,Runtime
species,kan,0.9729166666666668,0.7708333333333334,0
species,kan,0.9708333333333332,0.9416666666666668,0
species,kan,0.9645833333333332,0.7927083333333332,0
species,kan,0.9645833333333332,0.8864583333333332,0
species,kan,0.9645833333333332,0.9364583333333334,0
species,kan,0.9645833333333332,0.95,0
species,kan,0.9604166666666668,0.959375,0
species,kan,0.9479166666666666,0.6802083333333333,0
species,kan,0.9291666666666668,0.7770833333333332,0
species,kan,0.90625,0.7531249999999999,0
species,kan,0.8083333333333332,0.6625,0
species,kan,0.75625,0.6666666666666666,0
species,knn,0.9479166666666666,0.9572916666666664,0
species,knn,0.9479166666666666,0.9479166666666666,0
species,knn,0.9479166666666666,0.9604166666666668,0
species,knn,0.9479166666666666,0.95625,0
species,knn,0.9479166666666666,0.9604166666666668,0
species,knn,0.9395833333333332,0.95625,0
species,knn,0.9395833333333332,0.959375,0
species,knn,0.9395833333333332,0.9510416666666668,0
species,knn,0.9395833333333332,0.9520833333333334,0
species,knn,0.9395833333333332,0.9510416666666668,0
species,knn,0.9395833333333332,0.95625,0
species,knn,0.9395833333333332,0.9562500000000002,0
species,knn,0.9395833333333332,0.9562500000000002,0
species,knn,0.9375,0.9510416666666668,0
species,knn,0.9375,0.946875,0
species,knn,0.9354166666666668,0.95625,0
species,knn,0.93125,0.9427083333333334,0
species,knn,0.93125,0.9427083333333334,0
species,knn,0.93125,0.9604166666666668,0
species,knn,0.9291666666666668,0.9614583333333332,0
species,knn,0.9291666666666668,0.9510416666666668,0
species,knn,0.9229166666666668,0.9520833333333334,0
species,knn,0.9229166666666666,0.9520833333333334,0
species,knn,0.9229166666666666,0.9479166666666666,0
species,knn,0.9229166666666666,0.95625,0
species,knn,0.9208333333333334,0.946875,0
species,knn,0.9208333333333334,0.9343749999999998,0
species,knn,0.9208333333333334,0.95625,0
species,knn,0.91875,0.9520833333333334,0
species,knn,0.9125,0.9604166666666666,0
species,lda,0.9833333333333334,0.9666666666666668,0
species,lda,0.9833333333333334,0.9739583333333334,0
species,lda,0.975,0.96875,0
species,lda,0.975,0.9729166666666668,0
species,lda,0.975,0.9739583333333334,0
species,lda,0.975,0.9666666666666668,0
species,lda,0.9666666666666668,0.978125,0
species,lda,0.9666666666666668,0.9718750000000002,0
species,lda,0.9666666666666668,0.9677083333333334,0
species,lda,0.9666666666666668,0.978125,0
species,lda,0.9666666666666668,0.9718750000000002,0
species,lda,0.9666666666666668,0.978125,0
species,lda,0.9645833333333332,0.9770833333333334,0
species,lda,0.9645833333333332,0.9625,0
species,lda,0.9645833333333332,0.9718750000000002,0
species,lda,0.9645833333333332,0.9635416666666666,0
species,lda,0.9645833333333332,0.9729166666666668,0
species,lda,0.9583333333333334,0.9729166666666668,0
species,lda,0.9583333333333334,0.9770833333333334,0
species,lda,0.9583333333333334,0.9677083333333334,0
species,lda,0.9583333333333334,0.978125,0
species,lda,0.9562500000000002,0.9729166666666668,0
species,lda,0.95625,0.96875,0
species,lda,0.95625,0.9635416666666666,0
species,lda,0.95625,0.978125,0
species,lda,0.9520833333333334,0.9677083333333334,0
species,lda,0.9479166666666666,0.9718750000000002,0
species,lda,0.9479166666666666,0.9718750000000002,0
species,lda,0.9479166666666666,0.9739583333333334,0
species,lda,0.9458333333333332,0.9770833333333334,0
species,lr,0.9916666666666668,1.0,0
species,lr,0.9916666666666668,1.0,0
species,lr,0.9833333333333334,1.0,0
species,lr,0.98125,1.0,0
species,lr,0.98125,1.0,0
species,lr,0.98125,1.0,0
species,lr,0.98125,1.0,0
species,lr,0.975,1.0,0
species,lr,0.975,1.0,0
species,lr,0.9729166666666668,1.0,0
species,lr,0.9729166666666668,1.0,0
species,lr,0.9729166666666668,1.0,0
species,lr,0.9666666666666668,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9645833333333332,1.0,0
species,lr,0.9625,1.0,0
species,lr,0.9625,1.0,0
species,lr,0.9625,1.0,0
species,lr,0.9583333333333334,1.0,0
species,lr,0.95625,1.0,0
species,lr,0.95625,1.0,0
species,lr,0.9541666666666666,1.0,0
species,lr,0.9458333333333332,1.0,0
species,lr,0.9375,1.0,0
species,lstm,0.5750000000000001,0.5260416666666666,0
species,lstm,0.5,0.49375,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.4947916666666667,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.496875,0
species,lstm,0.5,0.4947916666666667,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.5104166666666666,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.4927083333333333,0
species,lstm,0.5,0.5072916666666667,0
species,lstm,0.5,0.5197916666666667,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.4645833333333333,0
species,lstm,0.5,0.5145833333333333,0
species,lstm,0.5,0.5281250000000001,0
species,lstm,0.5,0.5239583333333333,0
species,lstm,0.5,0.5166666666666666,0
species,lstm,0.5,0.5010416666666666,0
species,lstm,0.5,0.4989583333333333,0
species,lstm,0.5,0.49375,0
species,lstm,0.5,0.5,0
species,lstm,0.5,0.4739583333333333,0
species,lstm,0.5,0.5041666666666667,0
species,lstm,0.5,0.5114583333333333,0
species,lstm,0.5,0.5135416666666667,0
species,lstm,0.5,0.4708333333333334,0
species,lstm,0.5,0.50625,0
species,lstm,0.5,0.5,0
species,moe,1.0,0.8666666666666667,0
species,moe,1.0,0.8552083333333335,0
species,moe,1.0,0.8239583333333332,0
species,moe,0.9916666666666668,0.8072916666666666,0
species,moe,0.9916666666666668,0.9489583333333332,0
species,moe,0.9895833333333334,0.9729166666666668,0
species,moe,0.9895833333333334,0.9385416666666666,0
species,moe,0.9895833333333334,0.7843749999999999,0
species,moe,0.9833333333333334,0.7937500000000001,0
species,moe,0.9833333333333334,0.7354166666666666,0
species,moe,0.98125,0.90625,0
species,moe,0.98125,0.8645833333333334,0
species,moe,0.98125,0.9802083333333332,0
species,moe,0.98125,0.7791666666666667,0
species,moe,0.9729166666666668,0.8416666666666667,0
species,moe,0.9729166666666668,0.8020833333333334,0
species,moe,0.9729166666666668,0.5958333333333333,0
species,moe,0.9729166666666668,0.7781249999999998,0
species,moe,0.9729166666666668,0.8208333333333333,0
species,moe,0.9708333333333332,0.6989583333333332,0
species,moe,0.9708333333333332,1.0,0
species,moe,0.9708333333333332,0.9208333333333334,0
species,moe,0.9708333333333332,0.9291666666666668,0
species,moe,0.9666666666666668,0.8322916666666668,0
species,moe,0.9645833333333332,0.8406250000000001,0
species,moe,0.9645833333333332,0.75,0
species,moe,0.9645833333333332,0.9635416666666666,0
species,moe,0.9645833333333332,0.9520833333333334,0
species,moe,0.9645833333333332,0.9041666666666668,0
species,moe,0.9645833333333332,0.5729166666666666,0
species,nb,0.9666666666666668,0.9833333333333334,0
species,nb,0.9625,0.9739583333333334,0
species,nb,0.9541666666666666,0.9739583333333334,0
species,nb,0.95,0.9833333333333334,0
species,nb,0.9479166666666666,0.9833333333333334,0
species,nb,0.9479166666666666,0.9833333333333334,0
species,nb,0.9479166666666666,0.9833333333333334,0
species,nb,0.9479166666666666,0.9875000000000002,0
species,nb,0.9479166666666666,0.9958333333333332,0
species,nb,0.9479166666666666,0.975,0
species,nb,0.9479166666666666,0.9875000000000002,0
species,nb,0.9479166666666666,0.9791666666666666,0
species,nb,0.9375,0.9833333333333334,0
species,nb,0.9375,0.9833333333333334,0
species,nb,0.9375,0.975,0
species,nb,0.93125,0.9833333333333334,0
species,nb,0.9291666666666668,0.9833333333333334,0
species,nb,0.9291666666666668,0.9791666666666666,0
species,nb,0.9291666666666666,0.9729166666666668,0
species,nb,0.9270833333333334,0.9729166666666668,0
species,nb,0.925,0.9833333333333334,0
species,nb,0.91875,0.9822916666666668,0
species,nb,0.9187499999999998,0.9875,0
species,nb,0.9104166666666668,0.9875,0
species,nb,0.9,0.9864583333333332,0
species,nb,0.9,0.9635416666666666,0
species,nb,0.8958333333333334,0.978125,0
species,nb,0.8937499999999999,0.9875000000000002,0
species,nb,0.8895833333333334,0.9729166666666668,0
species,nb,0.8708333333333332,0.9677083333333334,0
species,opls-da,0.9833333333333334,0.9833333333333334,0
species,opls-da,0.975,0.9822916666666668,0
species,opls-da,0.975,0.9770833333333334,0
species,opls-da,0.975,0.9760416666666668,0
species,opls-da,0.975,0.9770833333333334,0
species,opls-da,0.975,0.9729166666666668,0
species,opls-da,0.975,0.9718750000000002,0
species,opls-da,0.975,0.9833333333333334,0
species,opls-da,0.975,0.9822916666666668,0
species,opls-da,0.975,0.9875000000000002,0
species,opls-da,0.975,0.9833333333333334,0
species,opls-da,0.9666666666666668,0.978125,0
species,opls-da,0.9666666666666668,0.9822916666666668,0
species,opls-da,0.9666666666666668,0.9822916666666668,0
species,opls-da,0.9666666666666668,0.9833333333333334,0
species,opls-da,0.9666666666666668,0.9729166666666668,0
species,opls-da,0.9666666666666668,0.9822916666666668,0
species,opls-da,0.9666666666666668,0.98125,0
species,opls-da,0.9666666666666668,0.9833333333333334,0
species,opls-da,0.9666666666666668,0.978125,0
species,opls-da,0.9666666666666668,0.9822916666666668,0
species,opls-da,0.9645833333333332,0.978125,0
species,opls-da,0.9645833333333332,0.98125,0
species,opls-da,0.9645833333333332,0.9822916666666668,0
species,opls-da,0.9645833333333332,0.9718750000000002,0
species,opls-da,0.9645833333333332,0.978125,0
species,opls-da,0.9625,0.978125,0
species,opls-da,0.9479166666666666,0.9822916666666668,0
species,opls-da,0.9375,0.9760416666666668,0
species,opls-da,0.9354166666666668,0.9718750000000002,0
species,rcnn,0.5541666666666667,0.546875,0
species,rcnn,0.5145833333333333,0.53125,0
species,rcnn,0.5125000000000001,0.5302083333333334,0
species,rcnn,0.5,0.5041666666666668,0
species,rcnn,0.5,0.5427083333333332,0
species,rcnn,0.5,0.5208333333333334,0
species,rcnn,0.5104166666666666,0.5145833333333333,0
species,rcnn,0.5,0.5,0
species,rcnn,0.5,0.48125,0
species,rcnn,0.5,0.4708333333333334,0
species,rcnn,0.5083333333333333,0.4697916666666666,0
species,rcnn,0.5,0.4854166666666666,0
species,rcnn,0.5,0.4833333333333333,0
species,rcnn,0.5,0.4916666666666667,0
species,rcnn,0.50625,0.5302083333333334,0
species,rcnn,0.5041666666666667,0.49375,0
species,rcnn,0.5,0.5385416666666666,0
species,rcnn,0.5,0.4864583333333334,0
species,rcnn,0.5,0.45625,0
species,rcnn,0.5,0.50625,0
species,rcnn,0.5041666666666667,0.5479166666666666,0
species,rcnn,0.5020833333333333,0.509375,0
species,rcnn,0.5104166666666666,0.4322916666666667,0
species,rcnn,0.5,0.5177083333333333,0
species,rcnn,0.5,0.5197916666666667,0
species,rcnn,0.5,0.5031249999999999,0
species,rcnn,0.5,0.5187499999999999,0
species,rcnn,0.5,0.471875,0
species,rcnn,0.5,0.4916666666666667,0
species,rcnn,0.5,0.521875,0
species,rf,1.0,1.0,0
species,rf,0.9916666666666668,1.0,0
species,rf,0.9916666666666668,1.0,0
species,rf,0.9833333333333334,1.0,0
species,rf,0.9833333333333334,1.0,0
species,rf,0.9833333333333334,1.0,0
species,rf,0.9833333333333334,1.0,0
species,rf,0.9833333333333334,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.975,1.0,0
species,rf,0.9729166666666668,1.0,0
species,rf,0.9729166666666668,1.0,0
species,rf,0.9729166666666668,1.0,0
species,rf,0.9666666666666668,1.0,0
species,rf,0.9666666666666668,1.0,0
species,rf,0.9666666666666668,1.0,0
species,rf,0.9645833333333332,1.0,0
species,rf,0.9583333333333334,1.0,0
species,rf,0.95625,1.0,0
species,rf,0.9479166666666666,1.0,0
species,rf,0.9479166666666666,1.0,0
species,rf,0.9229166666666666,1.0,0
species,svm,0.9520833333333334,1.0,0
species,svm,0.9416666666666668,1.0,0
species,svm,0.9416666666666668,1.0,0
species,svm,0.9416666666666668,1.0,0
species,svm,0.9416666666666668,1.0,0
species,svm,0.9395833333333332,1.0,0
species,svm,0.9395833333333332,1.0,0
species,svm,0.9354166666666668,1.0,0
species,svm,0.9333333333333332,1.0,0
species,svm,0.9333333333333332,1.0,0
species,svm,0.9333333333333332,1.0,0
species,svm,0.9333333333333332,1.0,0
species,svm,0.93125,1.0,0
species,svm,0.93125,1.0,0
species,svm,0.93125,1.0,0
species,svm,0.925,1.0,0
species,svm,0.9229166666666666,1.0,0
species,svm,0.9229166666666666,1.0,0
species,svm,0.9229166666666666,1.0,0
species,svm,0.9229166666666666,1.0,0
species,svm,0.9208333333333334,1.0,0
species,svm,0.9208333333333334,1.0,0
species,svm,0.9166666666666666,1.0,0
species,svm,0.9145833333333332,1.0,0
species,svm,0.9125,1.0,0
species,svm,0.9125,1.0,0
species,svm,0.9104166666666668,1.0,0
species,svm,0.9020833333333332,1.0,0
species,svm,0.9020833333333332,1.0,0
species,svm,0.8979166666666667,1.0,0
species,transformer,0.9916666666666668,0.5791666666666667,0
species,transformer,0.9916666666666668,0.9479166666666666,0
species,transformer,0.9916666666666668,0.8458333333333333,0
species,transformer,0.9895833333333334,0.9708333333333332,0
species,transformer,0.9895833333333334,0.9520833333333334,0
species,transformer,0.9833333333333334,0.9364583333333334,0
species,transformer,0.9833333333333334,0.7791666666666668,0
species,transformer,0.9833333333333334,0.6333333333333333,0
species,transformer,0.9833333333333334,0.6239583333333334,0
species,transformer,0.9833333333333334,0.9416666666666668,0
species,transformer,0.9833333333333334,0.8145833333333333,0
species,transformer,0.98125,0.9343749999999998,0
species,transformer,0.98125,0.9385416666666666,0
species,transformer,0.9791666666666666,0.7937500000000001,0
species,transformer,0.975,0.921875,0
species,transformer,0.9729166666666668,0.9375,0
species,transformer,0.9729166666666668,0.8468750000000002,0
species,transformer,0.9729166666666668,0.8166666666666668,0
species,transformer,0.9729166666666668,0.9083333333333332,0
species,transformer,0.9708333333333332,0.8927083333333333,0
species,transformer,0.9708333333333332,0.8958333333333334,0
species,transformer,0.9666666666666668,0.81875,0
species,transformer,0.9666666666666668,0.7291666666666666,0
species,transformer,0.9666666666666668,0.9093750000000002,0
species,transformer,0.9645833333333332,0.7020833333333334,0
species,transformer,0.9645833333333332,0.8020833333333334,0
species,transformer,0.9625,0.8572916666666668,0
species,transformer,0.95625,0.8614583333333332,0
species,transformer,0.9541666666666666,0.934375,0
species,transformer,0.9458333333333332,0.9385416666666666,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9895833333333334,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.9791666666666666,1.0,0
species,xgb,0.96875,1.0,0
species,xgb,0.96875,1.0,0
